# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = construir uma carreira de sucesso no mundo corporativo pode nao proporcionar a satisfacao imaginada quando no fundo o profissional tem uma veia empreendedora o ceo e cofundador do labi exames marcelo noll barboza e um exemplo formado em engenharia e administracao com mba pela harvard business school e premiado duas vezes pela revista institutional investor como um dos tres melhores ceos de saude na america latina ele resolveu comecar uma empresa do zero depois de atuar por 15 anos no mercado de saude e ocupar a presidencia da rede de medicina diagnostica dasa e da farmaceutica valeant brasil e argentina encerrou a carreira executiva quando era vicepresidente da ge healthcare america latina para criar um laboratorio de analises clinicas comecei o projeto do labi exames ha um ano junto com um amigo que tambem deixou a carreira executiva pensamos o negocio com dois objetivos atrair investidores e atuar para gerar impacto positivo na sociedade na area de saude publica sua empresa oferece acesso a exames laboratoriais as pessoas que nao tem plano de saude por um preco mais acessivel nossos
1	construir	construir	VERB	VERB	_	12	csubj	_	TokenRange=0:9
2	uma	um	DET	DET	_	3	det	_	TokenRange=10:13
3	carreira	_	NOUN	NOUN	_	1	obj	_	TokenRange=14:22
4	de	de	ADP	ADP	_	5	case	_	TokenRange=23:25
5	sucesso	sucesso	NOUN	NOUN	_	3	nmod	_	TokenRange=26:33
6-7	no	_	_	_	_	_	_	_	TokenRange=34:36
6	em	em	ADP	ADP	_	8	case	_	_
7	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	8	det	_	_
8	mundo	mundo	NOUN	NOUN	_	1	nmod	_	TokenRange=37:42
9	corporativo	corporativo	ADJ	ADJ	_	8	amod	_	TokenRange=43:54
10	pode	_	AUX	AUX	_	12	aux	_	TokenRange=55:59
11	nao	nao	ADV	ADV	Polarity=Neg	12	advmod	_	TokenRange=60:63
12	proporcionar	proporcionar	VERB	VERB	_	0	root	_	TokenRange=64:76
13	a	o	DET	DET	_	14	det	_	TokenRange=77:78
14	satisfacao	satisfacao	NOUN	NOUN	_	12	obj	_	TokenRange=79:89
15	imaginada	imaginar	VERB	VERB	_	14	acl	_	TokenRange=90:99
16	quando	_	CCONJ	CONJ	_	22	mark	_	TokenRange=100:106
17-18	no	_	_	_	_	_	_	_	TokenRange=107:109
17	em	em	ADP	ADP	_	19	case	_	_
18	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	19	det	_	_
19	fundo	fundo	NOUN	NOUN	_	22	nmod	_	TokenRange=110:115
20	o	o	DET	DET	_	21	det	_	TokenRange=116:117
21	profissional	profissional	NOUN	NOUN	_	22	nsubj	_	TokenRange=118:130
22	tem	ter	VERB	VERB	_	12	advcl	_	TokenRange=131:134
23	uma	um	DET	DET	_	24	det	_	TokenRange=135:138
24	veia	veia	NOUN	NOUN	_	22	obj	_	TokenRange=139:143
25	empreendedora	empreendedor	ADJ	ADJ	_	24	amod	_	TokenRange=144:157
26	o	o	DET	DET	_	27	det	_	TokenRange=158:159
27	ceo	ceo	NOUN	NOUN	_	22	nsubj	_	TokenRange=160:163
28	e	e	CCONJ	CONJ	_	29	cc	_	TokenRange=164:165
29	cofundador	cofundador	NOUN	NOUN	_	27	conj	_	TokenRange=166:176
30-31	do	_	_	_	_	_	_	_	TokenRange=177:179
30	de	de	ADP	ADP	_	32	case	_	_
31	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	32	det	_	_
32	labi	_	NOUN	NOUN	_	33	amod	_	TokenRange=180:184
33	exames	exame	NOUN	NOUN	_	27	nmod	_	TokenRange=185:191
34	marcelo	marcelo	NOUN	NOUN	_	27	appos	_	TokenRange=192:199
35	noll	_	NOUN	NOUN	_	34	flat	_	TokenRange=200:204
36	barboza	barboza	NOUN	NOUN	_	34	flat	_	TokenRange=205:212
37	e	e	CCONJ	CONJ	_	39	cc	_	TokenRange=213:214
38	um	um	DET	DET	_	39	det	_	TokenRange=215:217
39	exemplo	exemplo	NOUN	NOUN	_	27	conj	_	TokenRange=218:225
40	formado	formado	ADJ	ADJ	_	39	amod	_	TokenRange=226:233
41	em	em	ADP	ADP	_	42	case	_	TokenRange=234:236
42	engenharia	engenharia	NOUN	NOUN	_	40	nmod	_	TokenRange=237:247
43	e	e	CCONJ	CONJ	_	44	cc	_	TokenRange=248:249
44	administracao	administracao	NOUN	NOUN	_	42	conj	_	TokenRange=250:263
45	com	com	ADP	ADP	_	46	case	_	TokenRange=264:267
46	mba	mba	NOUN	NOUN	_	40	nmod	_	TokenRange=268:271
47-48	pela	_	_	_	_	_	_	_	TokenRange=272:276
47	por	por	ADP	ADP	_	49	case	_	_
48	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	49	det	_	_
49	harvard	harvard	NOUN	NOUN	_	46	nmod	_	TokenRange=277:284
50	business	_	NOUN	NOUN	_	49	flat	_	TokenRange=285:293
51	school	school	NOUN	NOUN	_	49	flat	_	TokenRange=294:300
52	e	e	CCONJ	CONJ	_	53	cc	_	TokenRange=301:302
53	premiado	premiar	VERB	VERB	_	132	conj	_	TokenRange=303:311
54	duas	_	NUM	NUM	NumType=Card	55	nummod	_	TokenRange=312:316
55	vezes	vez	NOUN	NOUN	_	53	nmod	_	TokenRange=317:322
56-57	pela	_	_	_	_	_	_	_	TokenRange=323:327
56	por	por	ADP	ADP	_	58	case	_	_
57	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	58	det	_	_
58	revista	revista	NOUN	NOUN	_	53	nmod	_	TokenRange=328:335
59	institutional	institutional	ADJ	ADJ	_	58	amod	_	TokenRange=336:349
60	investor	investor	NOUN	NOUN	_	58	appos	_	TokenRange=350:358
61	como	como	ADP	ADP	_	62	case	_	TokenRange=359:363
62	um	_	PRON	PRON	_	53	nmod	_	TokenRange=364:366
63-64	dos	_	_	_	_	_	_	_	TokenRange=367:370
63	de	de	ADP	ADP	_	67	case	_	_
64	os	o	DET	DET	Definite=Def|Gender=Masc|Number=Plur|PronType=Art	67	det	_	_
65	tres	_	NUM	NUM	NumType=Card	67	nummod	_	TokenRange=371:375
66	melhores	melhor	ADJ	ADJ	_	67	amod	_	TokenRange=376:384
67	ceos	ceo	NOUN	NOUN	_	62	nmod	_	TokenRange=385:389
68	de	de	ADP	ADP	_	69	case	_	TokenRange=390:392
69	saude	saude	NOUN	NOUN	_	67	nmod	_	TokenRange=393:398
70-71	na	_	_	_	_	_	_	_	TokenRange=399:401
70	em	em	ADP	ADP	_	72	case	_	_
71	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	72	det	_	_
72	america	america	NOUN	NOUN	_	67	nmod	_	TokenRange=402:409
73	latina	latino	ADJ	ADJ	_	72	amod	_	TokenRange=410:416
74	ele	_	PRON	PRON	_	75	nsubj	_	TokenRange=417:420
75	resolveu	resolver	VERB	VERB	_	12	conj	_	TokenRange=421:429
76	comecar	comecar	VERB	VERB	_	75	xcomp	_	TokenRange=430:437
77	uma	um	DET	DET	_	78	det	_	TokenRange=438:441
78	empresa	empresa	NOUN	NOUN	_	76	obj	_	TokenRange=442:449
79-80	do	_	_	_	_	_	_	_	TokenRange=450:452
79	de	de	ADP	ADP	_	81	case	_	_
80	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	81	det	_	_
81	zero	zero	NOUN	NOUN	_	78	nmod	_	TokenRange=453:457
82	depois	depois	ADV	ADV	_	84	mark	_	TokenRange=458:464
83	de	_	ADP	ADP	_	82	fixed	_	TokenRange=465:467
84	atuar	atuar	VERB	VERB	_	177	advcl	_	TokenRange=468:473
85	por	por	ADP	ADP	_	87	case	_	TokenRange=474:477
86	15	_	NUM	NUM	NumType=Card	87	nummod	_	TokenRange=478:480
87	anos	ano	NOUN	NOUN	_	84	nmod	_	TokenRange=481:485
88-89	no	_	_	_	_	_	_	_	TokenRange=486:488
88	em	em	ADP	ADP	_	90	case	_	_
89	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	90	det	_	_
90	mercado	mercado	NOUN	NOUN	_	84	nmod	_	TokenRange=489:496
91	de	de	ADP	ADP	_	92	case	_	TokenRange=497:499
92	saude	saude	NOUN	NOUN	_	90	nmod	_	TokenRange=500:505
93	e	e	CCONJ	CONJ	_	94	cc	_	TokenRange=506:507
94	ocupar	ocupar	VERB	VERB	_	84	conj	_	TokenRange=508:514
95	a	o	DET	DET	_	96	det	_	TokenRange=515:516
96	presidencia	presidencia	NOUN	NOUN	_	94	obj	_	TokenRange=517:528
97-98	da	_	_	_	_	_	_	_	TokenRange=529:531
97	de	de	ADP	ADP	_	99	case	_	_
98	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	99	det	_	_
99	rede	rede	NOUN	NOUN	_	96	nmod	_	TokenRange=532:536
100	de	de	ADP	ADP	_	101	case	_	TokenRange=537:539
101	medicina	medicina	NOUN	NOUN	_	99	nmod	_	TokenRange=540:548
102	diagnostica	diagnostico	ADJ	ADJ	_	101	amod	_	TokenRange=549:560
103	dasa	_	X	NOUN	_	101	nmod	_	TokenRange=561:565
104	e	e	CCONJ	CONJ	_	107	cc	_	TokenRange=566:567
105-106	da	_	_	_	_	_	_	_	TokenRange=568:570
105	de	de	ADP	ADP	_	107	case	_	_
106	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	107	det	_	_
107	farmaceutica	_	NOUN	NOUN	_	99	conj	_	TokenRange=571:583
108	valeant	_	NOUN	NOUN	_	107	appos	_	TokenRange=584:591
109	brasil	brasil	ADJ	ADJ	_	108	amod	_	TokenRange=592:598
110	e	e	CCONJ	CONJ	_	111	cc	_	TokenRange=599:600
111	argentina	argentino	ADJ	ADJ	_	109	conj	_	TokenRange=601:610
112	encerrou	encerrar	VERB	VERB	_	12	conj	_	TokenRange=611:619
113	a	o	DET	DET	_	114	det	_	TokenRange=620:621
114	carreira	_	NOUN	NOUN	_	112	obj	_	TokenRange=622:630
115	executiva	executivo	ADJ	ADJ	_	114	amod	_	TokenRange=631:640
116	quando	_	CCONJ	CONJ	_	118	mark	_	TokenRange=641:647
117	era	_	AUX	AUX	_	118	cop	_	TokenRange=648:651
118	vicepresidente	vicepresidente	NOUN	NOUN	_	177	advcl	_	TokenRange=652:666
119-120	da	_	_	_	_	_	_	_	TokenRange=667:669
119	de	de	ADP	ADP	_	121	case	_	_
120	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	121	det	_	_
121	ge	_	NOUN	NOUN	_	118	nmod	_	TokenRange=670:672
122	healthcare	_	NOUN	NOUN	_	121	flat	_	TokenRange=673:683
123	america	_	NOUN	NOUN	_	121	amod	_	TokenRange=684:691
124	latina	latino	ADJ	ADJ	_	121	amod	_	TokenRange=692:698
125	para	_	ADP	ADP	_	126	mark	_	TokenRange=699:703
126	criar	criar	VERB	VERB	_	186	advcl	_	TokenRange=704:709
127	um	um	DET	DET	_	128	det	_	TokenRange=710:712
128	laboratorio	laboratorio	NOUN	NOUN	_	126	obj	_	TokenRange=713:724
129	de	de	ADP	ADP	_	130	case	_	TokenRange=725:727
130	analises	analise	NOUN	NOUN	_	128	nmod	_	TokenRange=728:736
131	clinicas	clinico	ADJ	ADJ	_	130	amod	_	TokenRange=737:745
132	comecei	começar	VERB	VERB	_	12	parataxis	_	TokenRange=746:753
133	o	o	DET	DET	_	134	det	_	TokenRange=754:755
134	projeto	projeto	NOUN	NOUN	_	132	obj	_	TokenRange=756:763
135-136	do	_	_	_	_	_	_	_	TokenRange=764:766
135	de	de	ADP	ADP	_	137	case	_	_
136	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	137	det	_	_
137	labi	_	NOUN	NOUN	_	134	nmod	_	TokenRange=767:771
138	exames	exame	NOUN	NOUN	_	137	flat	_	TokenRange=772:778
139	ha	_	VERB	VERB	_	132	advcl	_	TokenRange=779:781
140	um	_	NUM	NUM	NumType=Card	141	nummod	_	TokenRange=782:784
141	ano	ano	NOUN	NOUN	_	139	nmod	_	TokenRange=785:788
142	junto	junto	ADV	ADV	_	53	advmod	_	TokenRange=789:794
143	com	com	ADP	ADP	_	145	case	_	TokenRange=795:798
144	um	um	DET	DET	_	145	det	_	TokenRange=799:801
145	amigo	amigo	NOUN	NOUN	_	142	nmod	_	TokenRange=802:807
146	que	_	PRON	PRON	_	148	nsubj	_	TokenRange=808:811
147	tambem	tambem	ADV	ADV	_	148	advmod	_	TokenRange=812:818
148	deixou	deixar	VERB	VERB	_	145	acl:relcl	_	TokenRange=819:825
149	a	o	DET	DET	_	150	det	_	TokenRange=826:827
150	carreira	_	NOUN	NOUN	_	148	obj	_	TokenRange=828:836
151	executiva	executivo	ADJ	ADJ	_	150	amod	_	TokenRange=837:846
152	pensamos	pensar	VERB	VERB	_	12	parataxis	_	TokenRange=847:855
153	o	o	DET	DET	_	154	det	_	TokenRange=856:857
154	negocio	negocio	NOUN	NOUN	_	152	obj	_	TokenRange=858:865
155	com	com	ADP	ADP	_	157	case	_	TokenRange=866:869
156	dois	_	NUM	NUM	NumType=Card	157	nummod	_	TokenRange=870:874
157	objetivos	objetivo	NOUN	NOUN	_	152	nmod	_	TokenRange=875:884
158	atrair	atrair	VERB	VERB	_	75	xcomp	_	TokenRange=885:891
159	investidores	investidor	NOUN	NOUN	_	158	obj	_	TokenRange=892:904
160	e	e	CCONJ	CONJ	_	161	cc	_	TokenRange=905:906
161	atuar	atuar	VERB	VERB	_	158	conj	_	TokenRange=907:912
