# generator = UDPipe 2, https://lindat.mff.cuni.cz/services/udpipe
# udpipe_model = portuguese-gsd-ud-2.10-220711
# udpipe_model_licence = CC BY-NC-SA
# newdoc
# newpar
# sent_id = 1
# text = complicou novo video cai na internet e mostra o cantor beto barbosa chamando policial de vagabundo beto barbosa foi detido na manha de hoje em fortaleza ce de acordo com informacoes do jornal tribuna do ceara policiais deram voz de prisao algemaram o musico e o encaminharam para a delegacia em um video feito no 2 distrito policial beto demonstra sua indignacao o que foi que eu fiz precisava ter me algemado eu so disse que nao era vagabundo a secretaria de seguranca publica e defesa social do estado se manifestou a pm foi acionada para uma ocorrencia com o cantor ele se desentendeu com o seguranca de um supermercado e ambos foram encaminhados para o 2 dp afim de esclarecer os fatos com tanta gente precisando ser algemada em brasilia beto alega que nao estava se referindo ao policial mas que quis dizer eu nao sou vagabundo pode ser que ele realmente se confundiu na hora do nervosismo mas a cena toda foi filmada assista o video do canal sistema jangadeiro a partir dos 50 segundos atualizado as 2055 hs
1	complicou	complicar	VERB	VERB	_	0	root	_	TokenRange=0:9
2	novo	novo	ADJ	ADJ	_	3	amod	_	TokenRange=10:14
3	video	video	NOUN	NOUN	_	1	obj	_	TokenRange=15:20
4	cai	cair	VERB	VERB	_	1	parataxis	_	TokenRange=21:24
5-6	na	_	_	_	_	_	_	_	TokenRange=25:27
5	em	em	ADP	ADP	_	7	case	_	_
6	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	7	det	_	_
7	internet	_	PROPN	PNOUN	_	4	nmod	_	TokenRange=28:36
8	e	e	CCONJ	CONJ	_	9	cc	_	TokenRange=37:38
9	mostra	mostrar	VERB	VERB	_	1	conj	_	TokenRange=39:45
10	o	o	DET	DET	_	11	det	_	TokenRange=46:47
11	cantor	cantor	NOUN	NOUN	_	21	nsubj:pass	_	TokenRange=48:54
12	beto	beto	NOUN	NOUN	_	11	appos	_	TokenRange=55:59
13	barbosa	barboso	ADJ	NOUN	_	12	amod	_	TokenRange=60:67
14	chamando	chamar	VERB	VERB	_	11	acl	_	TokenRange=68:76
15	policial	policial	NOUN	NOUN	_	14	obj	_	TokenRange=77:85
16	de	de	ADP	ADP	_	17	case	_	TokenRange=86:88
17	vagabundo	vagabundo	NOUN	NOUN	_	14	nmod	_	TokenRange=89:98
18	beto	beto	NOUN	NOUN	_	17	appos	_	TokenRange=99:103
19	barbosa	barboso	ADJ	ADJ	_	18	amod	_	TokenRange=104:111
20	foi	_	AUX	AUX	_	21	aux:pass	_	TokenRange=112:115
21	detido	deter	VERB	VERB	_	1	conj	_	TokenRange=116:122
22-23	na	_	_	_	_	_	_	_	TokenRange=123:125
22	em	em	ADP	ADP	_	24	case	_	_
23	a	o	DET	DET	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	24	det	_	_
24	manha	manha	NOUN	NOUN	_	21	nmod	_	TokenRange=126:131
25	de	_	ADP	ADP	_	26	mark	_	TokenRange=132:134
26	hoje	hoje	ADV	ADV	_	24	nmod	_	TokenRange=135:139
27	em	em	ADP	ADP	_	28	case	_	TokenRange=140:142
28	fortaleza	fortaleza	NOUN	NOUN	_	21	nmod	_	TokenRange=143:152
29	ce	_	CCONJ	CONJ	_	42	mark	_	TokenRange=153:155
30	de	de	ADP	ADP	_	31	case	_	TokenRange=156:158
31	acordo	acordo	NOUN	NOUN	_	42	nmod	_	TokenRange=159:165
32	com	com	ADP	ADP	_	33	case	_	TokenRange=166:169
33	informacoes	informacoe	NOUN	NOUN	_	31	nmod	_	TokenRange=170:181
34-35	do	_	_	_	_	_	_	_	TokenRange=182:184
34	de	de	ADP	ADP	_	36	case	_	_
35	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	36	det	_	_
36	jornal	jornal	NOUN	NOUN	_	33	nmod	_	TokenRange=185:191
37	tribuna	tribuna	NOUN	NOUN	_	36	appos	_	TokenRange=192:199
38-39	do	_	_	_	_	_	_	_	TokenRange=200:202
38	de	de	ADP	ADP	_	40	case	_	_
39	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	40	det	_	_
40	ceara	ceara	NOUN	NOUN	_	37	nmod	_	TokenRange=203:208
41	policiais	policial	NOUN	NOUN	_	42	nsubj	_	TokenRange=209:218
42	deram	dar	VERB	VERB	_	21	conj	_	TokenRange=219:224
43	voz	voz	NOUN	NOUN	_	42	obj	_	TokenRange=225:228
44	de	de	ADP	ADP	_	45	case	_	TokenRange=229:231
45	prisao	prisao	NOUN	NOUN	_	43	nmod	_	TokenRange=232:238
46	algemaram	algemar	VERB	VERB	_	42	xcomp	_	TokenRange=239:248
47	o	o	DET	DET	_	48	det	_	TokenRange=249:250
48	musico	musico	NOUN	NOUN	_	46	obj	_	TokenRange=251:257
49	e	e	CCONJ	CONJ	_	51	cc	_	TokenRange=258:259
50	o	_	PRON	PRON	_	51	obj	_	TokenRange=260:261
51	encaminharam	encaminhar	VERB	VERB	_	46	conj	_	TokenRange=262:274
52	para	para	ADP	ADP	_	54	case	_	TokenRange=275:279
53	a	o	DET	DET	_	54	det	_	TokenRange=280:281
54	delegacia	delegacia	NOUN	NOUN	_	51	nmod	_	TokenRange=282:291
55	em	em	ADP	ADP	_	57	case	_	TokenRange=292:294
56	um	um	DET	DET	_	57	det	_	TokenRange=295:297
57	video	video	NOUN	NOUN	_	51	nmod	_	TokenRange=298:303
58	feito	_	VERB	VERB	_	57	acl	_	TokenRange=304:309
59-60	no	_	_	_	_	_	_	_	TokenRange=310:312
59	em	em	ADP	ADP	_	62	case	_	_
60	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	62	det	_	_
61	2	_	NUM	NUM	NumType=Card	62	amod	_	TokenRange=313:314
62	distrito	distrito	NOUN	NOUN	_	58	nmod	_	TokenRange=315:323
63	policial	policial	ADJ	ADJ	_	62	amod	_	TokenRange=324:332
64	beto	beto	NOUN	NOUN	_	65	nsubj	_	TokenRange=333:337
65	demonstra	demonstrar	VERB	VERB	_	139	conj	_	TokenRange=338:347
66	sua	_	DET	DET	_	67	det:poss	_	TokenRange=348:351
67	indignacao	indignacao	NOUN	NOUN	_	65	obj	_	TokenRange=352:362
68	o	_	PRON	PRON	_	65	obj	_	TokenRange=363:364
69	que	_	PRON	PRON	_	68	acl:relcl	_	TokenRange=365:368
70	foi	_	AUX	AUX	_	68	cop	_	TokenRange=369:372
71	que	que	CCONJ	CONJ	_	74	mark	_	TokenRange=373:376
72	eu	_	PRON	PRON	_	73	nsubj	_	TokenRange=377:379
73	fiz	fazer	VERB	VERB	_	69	csubj	_	TokenRange=380:383
74	precisava	precisar	VERB	VERB	_	70	csubj	_	TokenRange=384:393
75	ter	ter	AUX	AUX	_	77	aux	_	TokenRange=394:397
76	me	_	PRON	PRON	_	77	obj	_	TokenRange=398:400
77	algemado	algemar	VERB	VERB	_	74	xcomp	_	TokenRange=401:409
78	eu	_	PRON	PRON	_	80	nsubj	_	TokenRange=410:412
79	so	so	ADV	ADV	_	80	advmod	_	TokenRange=413:415
80	disse	dizer	VERB	VERB	_	65	ccomp	_	TokenRange=416:421
81	que	que	CCONJ	CONJ	_	84	mark	_	TokenRange=422:425
82	nao	nao	ADV	ADV	Polarity=Neg	84	advmod	_	TokenRange=426:429
83	era	_	AUX	AUX	_	84	cop	_	TokenRange=430:433
84	vagabundo	vagabundo	NOUN	NOUN	_	80	ccomp	_	TokenRange=434:443
85	a	o	DET	DET	_	86	det	_	TokenRange=444:445
86	secretaria	secretaria	NOUN	NOUN	_	84	nsubj	_	TokenRange=446:456
87	de	de	ADP	ADP	_	88	case	_	TokenRange=457:459
88	seguranca	_	NOUN	NOUN	_	86	nmod	_	TokenRange=460:469
89	publica	publico	ADJ	ADJ	_	88	amod	_	TokenRange=470:477
90	e	e	CCONJ	CONJ	_	91	cc	_	TokenRange=478:479
91	defesa	_	NOUN	NOUN	_	88	conj	_	TokenRange=480:486
92	social	social	ADJ	ADJ	_	91	amod	_	TokenRange=487:493
93-94	do	_	_	_	_	_	_	_	TokenRange=494:496
93	de	de	ADP	ADP	_	95	case	_	_
94	o	o	DET	DET	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	95	det	_	_
95	estado	estado	NOUN	NOUN	_	91	nmod	_	TokenRange=497:503
96	se	_	PRON	PRON	_	97	expl:pv	_	TokenRange=504:506
97	manifestou	manifestar	VERB	VERB	_	80	ccomp	_	TokenRange=507:517
98	a	o	DET	DET	_	99	det	_	TokenRange=518:519
99	pm	pm	NOUN	NOUN	_	97	nsubj	_	TokenRange=520:522
100	foi	_	AUX	AUX	_	101	aux:pass	_	TokenRange=523:526
101	acionada	acionar	VERB	VERB	_	97	ccomp	_	TokenRange=527:535
102	para	para	ADP	ADP	_	104	case	_	TokenRange=536:540
103	uma	um	DET	DET	_	104	det	_	TokenRange=541:544
104	ocorrencia	ocorrencia	NOUN	NOUN	_	101	nmod	_	TokenRange=545:555
105	com	com	ADP	ADP	_	107	case	_	TokenRange=556:559
106	o	o	DET	DET	_	107	det	_	TokenRange=560:561
107	cantor	cantor	NOUN	NOUN	_	104	nmod	_	TokenRange=562:568
108	ele	_	PRON	PRON	_	110	nsubj	_	TokenRange=569:572
109	se	_	PRON	PRON	_	110	obj	_	TokenRange=573:575
110	desentendeu	desentender	VERB	VERB	_	107	acl:relcl	_	TokenRange=576:587
111	com	com	ADP	ADP	_	113	case	_	TokenRange=588:591
112	o	o	DET	DET	_	113	det	_	TokenRange=592:593
113	seguranca	_	NOUN	NOUN	_	110	nmod	_	TokenRange=594:603
114	de	de	ADP	ADP	_	116	case	_	TokenRange=604:606
115	um	um	DET	DET	_	116	det	_	TokenRange=607:609
116	supermercado	supermercado	NOUN	NOUN	_	113	nmod	_	TokenRange=610:622
117	e	e	CCONJ	CONJ	_	120	cc	_	TokenRange=623:624
118	ambos	_	PRON	PRON	_	120	nsubj:pass	_	TokenRange=625:630
119	foram	_	AUX	AUX	_	120	aux:pass	_	TokenRange=631:636
120	encaminhados	encaminhar	VERB	VERB	_	139	conj	_	TokenRange=637:649
121	para	para	ADP	ADP	_	123	case	_	TokenRange=650:654
122	o	o	DET	DET	_	123	det	_	TokenRange=655:656
123	2	_	NUM	NUM	NumType=Card	120	nmod	_	TokenRange=657:658
124	dp	_	NOUN	NOUN	_	123	flat	_	TokenRange=659:661
125	afim	afim	ADV	ADV	_	127	mark	_	TokenRange=662:666
126	de	_	ADP	ADP	_	125	fixed	_	TokenRange=667:669
127	esclarecer	esclarecer	VERB	VERB	_	120	advcl	_	TokenRange=670:680
128	os	o	DET	DET	_	129	det	_	TokenRange=681:683
129	fatos	fato	NOUN	NOUN	_	127	obj	_	TokenRange=684:689
130	com	com	ADP	ADP	_	132	case	_	TokenRange=690:693
131	tanta	_	DET	DET	_	132	det	_	TokenRange=694:699
132	gente	gente	NOUN	NOUN	_	129	nmod	_	TokenRange=700:705
133	precisando	precisar	VERB	VERB	_	36	acl	_	TokenRange=706:716
134	ser	ser	AUX	AUX	_	135	aux:pass	_	TokenRange=717:720
135	algemada	algemar	VERB	VERB	_	133	xcomp	_	TokenRange=721:729
136	em	em	ADP	ADP	_	137	case	_	TokenRange=730:732
